UniqueAccession,Climate_relationship,Actual_Extreme_Event,DistalEvent_Type,DistalEvent_EventName,ProximateEvent_Type,ProximateEvent_Duration,ProximateEvent_SpatialExtent,DistalEvent_ReturnTime,Latitude (decimal degrees),Longitude (decimal degrees),Continent/Ocean,Country,ProximateEvent_MonthYearStart (MMYYYY),Type_system ,System_Name,Sampling_MonthYearStart (MMYYYY),Sampling_Duration_Before,Sampling_Duration_During,Sampling_Duration_After,Continuous Monitoring Prior,SamplingUnit_SpatialExtent,ReplicateSamples,Study_SpatialExtent,Extreme_Definition,"NOTE: AT THIS POINT YOU SHOULD CONSIDER ADDING MULTIPLE ROWS FOR A STUDY IF THE AUTHORS FOCUSED ON MORE THAN ONE BIOLOGICAL, CHEMICAL, OR PHYSICAL RESPONSE",BiologicalResponseMeasured,BiologicalResponse_OrganismalGroup,BiologicalResponse_TrophicLevel,BiologicalResponse_Direction,BiologicalResponse_EffectSize,BiologicalResponse_RawData_PublicallyAvailable,PhysicalResponseCategory,PhysicalResponseMeasured,PhysicalResponse_ParameterMeasured,PhysicalResponse_Direction,PhysicalResponse_EffectSize,PhysicalResponse_RawData_PublicallyAvailable,ChemicalResponse_Category,ChemicalResponse_Measured,ChemicalResponse_ElementMaterial_Measured,ChemicalResponse_Direction,ChemicalResponse_EffectSize,ChemicalResponse_RawData_PublicallyAvailable,Comment,second reader
38,Y,Y,Precipitation,,Flood,years,10-100 sq m,undefined,59.8306,9.95083,N. America,USA,82005,stream/river,Wolf Point Creek,1996,years,years,years,Y,1-10 sq m,N,10-100 sq m,No - extreme event mentioned but not defined,,mortality,fish,secondary consumers,decrease,large - sig not tested,N,,,,,,,,,,,,,,
38,Y,Y,Precipitation,,Flood,years,10-100 sq m,undefined,59.8306,9.95083,N. America,USA,82005,stream/river,Wolf Point Creek,1996,years,years,years,Y,1-10 sq m,N,10-100 sq m,No - extreme event mentioned but not defined,,density,fish,secondary consumers,decrease,large - sig,N,,,,,,,,,,,,,,
38,Y,Y,Precipitation,,Flood,years,10-100 sq m,undefined,59.8306,9.95083,N. America,USA,82005,stream/river,Wolf Point Creek,1996,years,years,years,Y,1-10 sq m,N,10-100 sq m,No - extreme event mentioned but not defined,,community composition,invertebrates,primary consumers,non-directional change,large - sig,N,,,,,,,,,,,,,,
38,Y,Y,Precipitation,,Flood,years,10-100 sq m,undefined,59.8306,9.95083,N. America,USA,82005,stream/river,Wolf Point Creek,1996,years,years,years,Y,1-10 sq m,N,10-100 sq m,No - extreme event mentioned but not defined,,species richness,invertebrates,primary consumers,decrease,small - non-sig,N,,,,,,,,,,,,,,
38,Y,Y,Precipitation,,Flood,years,10-100 sq m,undefined,59.8306,9.95083,N. America,USA,82005,stream/river,Wolf Point Creek,1996,years,years,years,Y,1-10 sq m,N,10-100 sq m,No - extreme event mentioned but not defined,,taxonomic diversity,invertebrates,primary consumers,decrease,small - non-sig,N,,,,,,,,,,,,,,
38,Y,Y,Precipitation,,Flood,years,10-100 sq m,undefined,59.8306,9.95083,N. America,USA,82005,stream/river,Wolf Point Creek,1996,years,years,years,Y,1-10 sq m,N,10-100 sq m,No - extreme event mentioned but not defined,,taxonomic richness,invertebrates,primary consumers,decrease,small - non-sig,N,,,,,,,,,,,,,,
3,Y,Y,Drought,,Drought,years,>1000 sq m,undefined,-27.992026,32.446679,Africa,South Africa,2002,estuary,St. Lucia Estuary,72013,none,none,months,N,<1 sq m,N,>1000 sq m,Yes with a non-statistical context-specific definition,,foodweb structure,multiple groups,multiple trophic levels,homogenous?,unspecified/unclear,N,,,,,,,,,,,,,"interesting study looking at ecosystem recovery/resiliency 3 years after an extreme drought; the typical response of increase/decrease don't really fit this study; the main result showed a recovery of food web structure post drought and that food webs were homogenous throughout the estuary, as compared to disparate during the drought; chemical responses are reported as a general statement about the current status 3 years post drought but give no indication to how they compare to values during drought",
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,years,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,,,,,,,water,turbidity,secchi depth,decrease,extreme - sig,Y,water quality,,combined response,decrease,extreme - non-sig,Y,"""Water quality"" response included secchi depth, salinity, and total nitrogen in a combined response variable developed from a principle components analysis; water quality responses had pre-storm sampling data; biological responses did not",
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,years,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,,,,,,,,,,,,,Salinity/Conductivity,concentration (mass/volume - 1 sample),Salinity,decrease,extreme - sig,Y,Is salinity a chemical or a physical response variable?,
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,years,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,,,,,,,,,,,,,Solute or particle/sediment,concentration (mass/volume - 1 sample),N-TN,increase,extreme - sig,Y,,
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,none,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,rhizome sugar level,submerged aquatic vegetation,primary producers,decrease,small - sig,Y,,,,,,,,,,,,,"Not sure what biological response category ""Rhizome sugar level"" falls into",
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,none,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,rhizome starch levels,submerged aquatic vegetation,primary producers,unspecified/unclear,unspecified/unclear,Y,,,,,,,,,,,,,,
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,none,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,leaf carbon isotope ratio,submerged aquatic vegetation,primary producers,decrease,small - sig,Y,,,,,,,,,,,,,,
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,none,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,total leaf chlorophyl,submerged aquatic vegetation,primary producers,no response,no response,Y,,,,,,,,,,,,,,
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,none,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,ratio of leaf chlorophyl a:b,submerged aquatic vegetation,primary producers,no response,no response,Y,,,,,,,,,,,,,,
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,none,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,aboveground biomass,submerged aquatic vegetation,primary producers,no response,no response,Y,,,,,,,,,,,,,Do we want to distinguish between above and belowground biomass?,
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,none,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,belowground biomass,submerged aquatic vegetation,primary producers,no response,no response,Y,,,,,,,,,,,,,Do we want to distinguish between above and belowground biomass?,
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,none,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,growth,submerged aquatic vegetation,primary producers,no response,no response,Y,,,,,,,,,,,,,,
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,none,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,abundance,submerged aquatic vegetation,primary producers,no response,no response,Y,,,,,,,,,,,,,Number of shoots,
35,N,Y,Precipitation,,Flood,months,>1000 sq m,undefined,-27.617536,153.34255,Australia/Oceania,Australia,12011,estuary,"Moreton Bay, Queensland",22011,none,none,months,N,undefined,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,abundance,submerged aquatic vegetation,primary producers,no response,no response,Y,,,,,,,,,,,,,Number of leaves,
44,N,Y,Cyclone/Typhoon,,Waves,days,>1000 sq m,years,43.55,13.616667,Europe,Italy,122008,coastal ocean,North Adriatic Sea,72008,months,none,years,Y,<1 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,percent cover,algae-macro,primary producers,decrease,extreme - sig,Y,,,,,,,,,,,,,,
44,N,Y,Cyclone/Typhoon,,Waves,days,>1000 sq m,years,43.55,13.616667,Europe,Italy,122008,coastal ocean,North Adriatic Sea,72008,months,none,years,Y,<1 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,density,algae-macro,primary producers,decrease,large - sig,Y,,,,,,,,,,,,,,
44,N,Y,Cyclone/Typhoon,,Waves,days,>1000 sq m,years,43.55,13.616667,Europe,Italy,122008,coastal ocean,North Adriatic Sea,72008,months,none,years,Y,<1 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,mortality,algae-macro,primary producers,increase,extreme - sig,Y,,,,,,,,,,,,,,
44,N,Y,Cyclone/Typhoon,,Waves,days,>1000 sq m,years,43.55,13.616667,Europe,Italy,122008,coastal ocean,North Adriatic Sea,72008,months,none,years,Y,<1 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,mortality,algae-macro,primary producers,no response,no response,Y,,,,,,,,,,,,,,
44,N,Y,Cyclone/Typhoon,,Waves,days,>1000 sq m,years,43.55,13.616667,Europe,Italy,122008,coastal ocean,North Adriatic Sea,72008,months,none,years,Y,<1 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,growth,algae-macro,primary producers,no response,no response,Y,,,,,,,,,,,,,,
44,N,Y,Cyclone/Typhoon,,Waves,days,>1000 sq m,years,43.55,13.616667,Europe,Italy,122008,coastal ocean,North Adriatic Sea,1999,years,hours,years,Y,<1 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,,,,,,,water,wave height,,increase,extreme - sig,Y,,,,,,,Physical variables and biological variables are measured on different timelines,
43,Y,Y,Weather System,,Flood,weeks,>1000 sq m,centuries,-25.063242,31.827433,Africa,South Africa,22000,stream/river,Kruger National Park,101990,single sample,none,single sample,N,100-1000 sq m,Y,100-1000 sq m,Yes with a statistical context-specific definition,,percent cover,vegetation,primary producers,decrease,large - sig not tested,N,landforms/topography,channel form,channel geomorphology type,multidirectional,small - sig not tested,N,,,,,,,,
43,Y,Y,Weather System,,Flood,weeks,>1000 sq m,centuries,-25.063242,31.827433,Africa,South Africa,22000,stream/river,Kruger National Park,101990,single sample,none,single sample,N,100-1000 sq m,Y,100-1000 sq m,Yes with a statistical context-specific definition,,density,vegetation,primary producers,multidirectional,large - sig not tested,N,,,,,,,,,,,,,,
43,Y,Y,Weather System,,Flood,weeks,>1000 sq m,centuries,-25.063242,31.827433,Africa,South Africa,22000,stream/river,Kruger National Park,101990,single sample,none,single sample,N,100-1000 sq m,Y,100-1000 sq m,Yes with a statistical context-specific definition,,community composition,vegetation,primary producers,non-directional change,large - sig not tested,N,,,,,,,,,,,,,,
34,N,N,Weather System,,,,,,76.228815,-89.33914,Arctic,Canada,,coastal area,,,,,,,,,,,,reproduction - nest success,birds,secondary consumers,,,,air,wind speed,,,,,,,,,,,"This paper mentions ""extreme inclement weather"" and ""major storms"" in the abstract, but they are really referring to normal weather in the arctic. This paper documents breeding ecology of sea birds at two nesting sites in the Canadian high arctic. They find that the nesting site at the higher latitude experiences more failed nests and that nests are often abandoned during storms (same pattern but less often at lower latiitude), but there are not any weather events that are out of the ordinary for the region. I think this paper should be excluded? ",
34,N,N,Weather System,,,,,,76.228815,-89.33914,Arctic,Canada,,coastal area,,,,,,,,,,,,reproduction - nest success,birds,secondary consumers,,,,air,air temperature,,,,,,,,,,,,
34,N,N,Weather System,,,,,,76.228815,-89.33914,Arctic,Canada,,coastal area,,,,,,,,,,,,reproduction - nest success,birds,secondary consumers,,,,air,barometric pressure,,,,,,,,,,,,
30,Y,Y,Precipitation,,Streamflow,days,>1000 sq m,years,43.614449,-79.444039,N. America,Canada,71960,stream/river,,71960,none,years,none,N,100-1000 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,annual abundance,fish,secondary consumers,multidirectional,large - sig,N,,,,,,,,,,,,,,
30,Y,Y,Precipitation,,Streamflow,days,>1000 sq m,years,43.614449,-79.444039,N. America,Canada,71960,stream/river,,71960,none,years,none,N,100-1000 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,annual biomass,fish,secondary consumers,multidirectional,no response,N,,,,,,,,,,,,,,
30,Y,Y,Precipitation,,Streamflow,days,>1000 sq m,years,43.614449,-79.444039,N. America,Canada,71960,stream/river,,71960,none,years,none,N,100-1000 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,annual Year of Young,fish,secondary consumers,multidirectional,large - sig,N,,,,,,,,,,,,,,
30,Y,Y,Precipitation,,Streamflow,days,>1000 sq m,years,43.614449,-79.444039,N. America,Canada,71960,stream/river,,71960,none,years,none,N,100-1000 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,annual richness,fish,secondary consumers,multidirectional,no response,N,,,,,,,,,,,,,,
30,Y,Y,Precipitation,,Streamflow,days,>1000 sq m,years,43.614449,-79.444039,N. America,Canada,71960,stream/river,,71960,none,years,none,N,100-1000 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,annual evenness,fish,secondary consumers,multidirectional,large - sig,N,,,,,,,,,,,,,,
30,Y,Y,Precipitation,,Streamflow,days,>1000 sq m,years,43.614449,-79.444039,N. America,Canada,71960,stream/river,,71960,none,years,none,N,100-1000 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,summer abundance,fish,secondary consumers,multidirectional,large - sig,N,,,,,,,,,,,,,,
30,Y,Y,Precipitation,,Streamflow,days,>1000 sq m,years,43.614449,-79.444039,N. America,Canada,71960,stream/river,,71960,none,years,none,N,100-1000 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,summery biomass,fish,secondary consumers,multidirectional,large - sig,N,,,,,,,,,,,,,,
30,Y,Y,Precipitation,,Streamflow,days,>1000 sq m,years,43.614449,-79.444039,N. America,Canada,71960,stream/river,,71960,none,years,none,N,100-1000 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,summer Year of Young,fish,secondary consumers,multidirectional,large - sig,N,,,,,,,,,,,,,,
30,Y,Y,Precipitation,,Streamflow,days,>1000 sq m,years,43.614449,-79.444039,N. America,Canada,71960,stream/river,,71960,none,years,none,N,100-1000 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,summer richness,fish,secondary consumers,multidirectional,no response,N,,,,,,,,,,,,,,
30,Y,Y,Precipitation,,Streamflow,days,>1000 sq m,years,43.614449,-79.444039,N. America,Canada,71960,stream/river,,71960,none,years,none,N,100-1000 sq m,Y,>1000 sq m,Yes with a statistical context-specific definition,,summer evenness,fish,secondary consumers,multidirectional,large - sig,N,,,,,,,,,,,,,,
53,Y,Y,Cyclone/Typhoon,Huuricane Jova,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102011,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,EVI,vegetation,primary producers,decrease,large - sig,Y,,,,,,,Salinity/Conductivity,concentration (mass/volume - 1 sample),Conductivity,increase,small - sig,Y,"Is a river basin a stream/river or a watershed/catchment? Should we consider remotely sensed EVI data as ""percent cover""?",
53,Y,Y,Cyclone/Typhoon,Hurricane Patricia,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102015,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,EVI,vegetation,primary producers,decrease,large - sig,Y,,,,,,,Salinity/Conductivity,concentration (mass/volume - 1 sample),Conductivity,increase,large - sig,Y,,
53,Y,Y,Cyclone/Typhoon,Huuricane Jova,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102011,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,taxonomic diversity,vertebrates,primary consumers,decrease,large - sig,Y,,,,,,,,,,,,,vertebrates = small mammals = bats and rodents; want to separate for rodents and bats?,
53,Y,Y,Cyclone/Typhoon,Hurricane Patricia,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102015,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,taxonomic diversity,vertebrates,primary consumers,decrease,large - sig,Y,,,,,,,,,,,,,vertebrates = small mammals = bats and rodents; want to separate for rodents and bats?,
53,Y,Y,Cyclone/Typhoon,Huuricane Jova,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102011,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,abundance,vertebrates,primary consumers,decrease,large - sig,Y,,,,,,,,,,,,,vertebrates = small mammals = bats and rodents; want to separate for rodents and bats?,
53,Y,Y,Cyclone/Typhoon,Hurricane Patricia,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102015,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,abundance,vertebrates,primary consumers,decrease,large - sig,Y,,,,,,,,,,,,,vertebrates = small mammals = bats and rodents; want to separate for rodents and bats?,
53,Y,Y,Cyclone/Typhoon,Huuricane Jova,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102011,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,density,bacteria,microbial grazers,decrease,large - sig,Y,,,,,,,,,,,,,For FC,
53,Y,Y,Cyclone/Typhoon,Hurricane Patricia,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102015,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,density,bacteria,microbial grazers,decrease,large - sig,Y,,,,,,,,,,,,,For FC,
53,Y,Y,Cyclone/Typhoon,Huuricane Jova,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102011,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,density,bacteria,microbial grazers,decrease,large - sig,Y,,,,,,,,,,,,,For FE,
53,Y,Y,Cyclone/Typhoon,Hurricane Patricia,,hours,>1000 sq m,years,19.415978,-104.958153,N. America,Mexico,102015,catchment/watershed,"Cuitzmala River basin, Jalisco, Mexico",102010,years,days,years,Y,>1000 sq m,Y,>1000 sq m,No - extreme event mentioned but not defined,,density,bacteria,microbial grazers,decrease,large - sig,Y,,,,,,,,,,,,,For FE,
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I think this paper should be excluded- not ecology,
55,Y,Y,Cyclone/Typhoon,,Flood,months,Regional/Continent,years,13.7563,100.5018,Asia,Thailand,72011,catchment/watershed,Chao Phraya River,72011,none,months,weeks,Y,Regional/Continent,N,Regional/Continental,No - extreme event mentioned but not defined,,,,,,,,water,water connectivity,discharge,multidirectional,large - sig not tested,Y,,,,,,,"Just a note - this was a modelling paper, so they used spatially-extensive MODIS capture to analyze river connectivity response. They did seem to have flow data before and after the flood, but did not use it. I have put that they measured discharge as the main parameter, but the response they were interested in was river connectivity.",
25,Y,Y,Weather System,,Flood,months,>1000 sq m,undefined,,,N. America,USA,62011,stream/river,Missouri River,82011,none,months,months,N,100-1000 sq m,Y,100-1000 sq m,No - extreme event not mentioned but inferred,,stomach fullness,fish,secondary consumers,increase,large - sig,,,,,,,,,,,,,,"This study investigated the effect of flooding and floodplain connectivity on the diet of flathead catfish. In the flood year, they had less catches (hypothesized that fish were more spread out) but average catch size was larger and a larger proportion of catches had full stomachs. Additionally, the size at which fish switched from a invertebrate diet to a vertebrate diet was smaller during the flood year. The flood was described as ""record flooding"" and ""unprecedented precipitation"" but was not directly referred to as an extreme event. ",
25,Y,Y,Weather System,,Flood,months,>1000 sq m,undefined,,,N. America,USA,62011,stream/river,Missouri River,82011,none,months,months,N,100-1000 sq m,Y,100-1000 sq m,No - extreme event not mentioned but inferred,,biomass,fish,secondary consumers,increase,large - sig,,,,,,,,,,,,,,,
25,Y,Y,Weather System,,Flood,months,>1000 sq m,undefined,,,N. America,USA,62011,stream/river,Missouri River,82011,none,months,months,N,100-1000 sq m,Y,100-1000 sq m,No - extreme event not mentioned but inferred,,diet,fish,secondary consumers,non-directional change,large - non-sig,,,,,,,,,,,,,,,
52,N,N,,,,,,undefined,-65,18,Caribbean,USA,,Mesophotic reef,Hind Bank Marine Conservation District,102007,none,single sample,none,N,>1000 sq m,Y,>1000 sq m,,,percent cover,coral,multiple trophic levels,,,,water,temperature,,,,,,,,,,,"This paper should be excluded - the study maps a mesophotic reef system and described habitat characteristics. They inadvertantly observed an ""extreme disease event,"" but it is not related to any extreme weater/climate event. There is no comparison of before or after any sort of disturbance.  ",
52,N,N,,,,,,undefined,-65,18,Caribbean,USA,,Mesophotic reef,Hind Bank Marine Conservation District,102007,none,single sample,none,N,>1000 sq m,Y,>1000 sq m,,,health,coral,multiple trophic levels,,,,water,salinity,,,,,,,,,,,"physical measurements: CTD, fluorometer, ADCP",
15,Y,Y,Climate System,ENSO and NAO,Sea Ice Cover,months,Regional/Continent,undefined,56.54277778,-79.225,N. America,Canada,52010,estuary,Hudson Bay,12003,years,months,years,Y,Regional/Continent,Y,Regional/Continental,Yes with a non-statistical context-specific definition,,body condition,marine mammals,tertiary consumers,decrease,large - sig,Y,,,,,,,,,,,,,,
15,Y,Y,Climate System,ENSO and NAO,Sea Ice Cover,months,Regional/Continent,undefined,56.54277778,-79.225,N. America,Canada,52010,estuary,Hudson Bay,12003,years,months,years,Y,Regional/Continent,Y,Regional/Continental,Yes with a non-statistical context-specific definition,,reproduction - ovulation rate,marine mammals,tertiary consumers,no response,no response,Y,,,,,,,,,,,,,,
15,Y,Y,Climate System,ENSO and NAO,Sea Ice Cover,months,Regional/Continent,undefined,56.54277778,-79.225,N. America,Canada,52010,estuary,Hudson Bay,12003,years,months,years,Y,Regional/Continent,Y,Regional/Continental,Yes with a non-statistical context-specific definition,,reproduction - young survival,marine mammals,tertiary consumers,decrease,small - non-sig,Y,,,,,,,,,,,,,,
15,Y,Y,Climate System,ENSO and NAO,Sea Ice Cover,months,Regional/Continent,undefined,56.54277778,-79.225,N. America,Canada,52010,estuary,Hudson Bay,12003,years,months,years,Y,Regional/Continent,Y,Regional/Continental,Yes with a non-statistical context-specific definition,,stress - cortisol level,marine mammals,tertiary consumers,increase,large - sig,Y,,,,,,,,,,,,,,
24,N,Y,Climate System,ENSO,Streamflow,months,Regional/Continent,years,38,-122,N. America,USA,11982,estuary,San Francisco Bay,11975,years,months,years,Y,<1 sq m,Y,Regional/Continental,No - extreme event mentioned but not defined,,,,,,,,sediment,turbidity,total suspended solids,decrease,large - sig,Y,,,,,,,"The authors presented discharge data, which peaked in the El Nino year (1982-83) but they did not analyze or use discharge as a response variable, so I didn't include it. ",
33,Y,Y,Weather System,,Waves,hours,,days,-21.694433,-41.023902,S. America,Brazil,72013,marine intertidal,Grussaí Beach,72013,days,single sample,weeks,N,<1 sq m,Y,10-100 sq m,Yes with a non-statistical context-specific definition,,species richness,invertebrates,primary consumers,multidirectional,large - sig,N,water,wave height,,no response,,N,,,,,,,"Note the authors were comparing responses of urbanized and non-urbanized beaches; they found significant increases in the biological response variables at the non-urbanized beaches but no response at the urbanized beaches. They also measured responses after 2 separate extreme events (storms). After the second event, all responses were non-significnat. My interpretation is therefore that the biological responses were ""multi-directional"" and ""large-sig"" since some significant responses were measured. ",
33,Y,Y,Weather System,,Waves,hours,,days,-21.694433,-41.023902,S. America,Brazil,72013,marine intertidal,Grussaí Beach,72013,days,single sample,weeks,N,<1 sq m,Y,10-100 sq m,Yes with a non-statistical context-specific definition,,density,invertebrates,primary consumers,multidirectional,large - sig,N,water,wave period,,no response,,N,,,,,,,,
33,Y,Y,Weather System,,Waves,hours,,days,-21.694433,-41.023902,S. America,Brazil,72013,marine intertidal,Grussaí Beach,72013,days,single sample,weeks,N,<1 sq m,Y,10-100 sq m,Yes with a non-statistical context-specific definition,,diversity,invertebrates,primary consumers,multidirectional,large - sig,N,water,swash zone,,no response,,N,,,,,,,,
33,Y,Y,Weather System,,Waves,hours,,days,-21.694433,-41.023902,S. America,Brazil,72013,marine intertidal,Grussaí Beach,72013,days,single sample,weeks,N,<1 sq m,Y,10-100 sq m,Yes with a non-statistical context-specific definition,,taxonomic community structure,invertebrates,primary consumers,no response,,N,water,swash time,,no response,,N,,,,,,,,
33,Y,Y,Weather System,,Waves,hours,,days,-21.694433,-41.023902,S. America,Brazil,72013,marine intertidal,Grussaí Beach,72013,days,single sample,weeks,N,<1 sq m,Y,10-100 sq m,Yes with a non-statistical context-specific definition,,,,,,,,sediment,sediment - organic matter,,no response,,N,,,,,,,,
33,Y,Y,Weather System,,Waves,hours,,days,-21.694433,-41.023902,S. America,Brazil,72013,marine intertidal,Grussaí Beach,72013,days,single sample,weeks,N,<1 sq m,Y,10-100 sq m,Yes with a non-statistical context-specific definition,,,,,,,,sediment,sediment - grain size,,no response,,N,,,,,,,,
42,Y,Y,Drought,,Lagoon closure,months,>1000 sq m,undefined,37.04055556,-122.2288889,N. America,USA,52015,lagoon,Scott Creek,62015,none,months,none,N,10-100 sq m,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,abundance,fish,secondary consumers,unspecified/unclear,unspecified/unclear,N,water,temperature,,multidirectional,large - sig not tested,N,,,,,,,"In this study, the authors compared the abundance, growth, movement, and seawater readiness of salmon and steelhead trout in the same lagoon that was closed from the ocean due to extreme drought. The measurements were only made during the time when the lagoon was closed, i.e. during the extreme event, so there were no significance tests of the effects of the event ",
42,Y,Y,Drought,,Lagoon closure,months,>1000 sq m,undefined,37.04055556,-122.2288889,N. America,USA,52015,lagoon,Scott Creek,62015,none,months,none,N,10-100 sq m,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,growth,fish,secondary consumers,unspecified/unclear,unspecified/unclear,N,water,dissolved oxygen,,multidirectional,large - sig not tested,N,,,,,,,,
42,Y,Y,Drought,,Lagoon closure,months,>1000 sq m,undefined,37.04055556,-122.2288889,N. America,USA,52015,lagoon,Scott Creek,62015,none,months,none,N,10-100 sq m,Y,>1000 sq m,Yes with a non-statistical context-specific definition,,behavior - movement,fish,secondary consumers,unspecified/unclear,unspecified/unclear,N,water,salinity,,multidirectional,large - sig not tested,N,,,,,,,,
